"name","stayed","club","season","points","games","ef","minutes","plusminus","ppg","mpg","efpg","morethan15mpg","morethan5ppg"
"BOYKIN J",0,"Basketball Löwen Braunschweig","2016/17",163,18,153,382,-129,9.06,21.22,8.5,"More than 15 minutes/game","More than 5 points/game"
"EBERT C",0,"Basketball Löwen Braunschweig","2016/17",5,11,-4,34,-27,0.45,3.09,-0.36,"Less than 15 minutes/game","Less than 5 points/game"
"FIGGE L",0,"Basketball Löwen Braunschweig","2016/17",44,20,33,189,-80,2.2,9.45,1.65,"Less than 15 minutes/game","Less than 5 points/game"
"GROSELLE G",0,"Basketball Löwen Braunschweig","2016/17",349,32,440,735,-157,10.91,22.97,13.75,"More than 15 minutes/game","More than 5 points/game"
"GUYTON C",0,"Basketball Löwen Braunschweig","2016/17",280,25,248,672,-177,11.2,26.88,9.92,"More than 15 minutes/game","More than 5 points/game"
"KLEPEISZ T",0,"Basketball Löwen Braunschweig","2016/17",188,29,182,624,-46,6.48,21.52,6.28,"More than 15 minutes/game","More than 5 points/game"
"LAGERPUSCH L",1,"Basketball Löwen Braunschweig","2016/17",0,5,-2,20,-18,0,4,-0.4,"Less than 15 minutes/game","Less than 5 points/game"
"MEDLOCK C",0,"Basketball Löwen Braunschweig","2016/17",415,30,351,888,-223,13.83,29.6,11.7,"More than 15 minutes/game","More than 5 points/game"
"PIERRE D",0,"Basketball Löwen Braunschweig","2016/17",478,32,585,1050,-235,14.94,32.81,18.28,"More than 15 minutes/game","More than 5 points/game"
"SCHWARTZ T",0,"Basketball Löwen Braunschweig","2016/17",155,32,155,580,-121,4.84,18.12,4.84,"More than 15 minutes/game","Less than 5 points/game"
"SIMON N",1,"Basketball Löwen Braunschweig","2016/17",71,28,57,464,-148,2.54,16.57,2.04,"More than 15 minutes/game","Less than 5 points/game"
"THEIS S",1,"Basketball Löwen Braunschweig","2016/17",156,31,142,524,-142,5.03,16.9,4.58,"More than 15 minutes/game","More than 5 points/game"
"BORCHERS D",0,"BG Göttingen","2016/17",4,10,4,28,-6,0.4,2.8,0.4,"Less than 15 minutes/game","Less than 5 points/game"
"CARTER D",0,"BG Göttingen","2016/17",322,32,336,649,-66,10.06,20.28,10.5,"More than 15 minutes/game","More than 5 points/game"
"EATHERTON S",0,"BG Göttingen","2016/17",394,33,499,826,-113,11.94,25.03,15.12,"More than 15 minutes/game","More than 5 points/game"
"GRüTTNER BACOUL J",0,"BG Göttingen","2016/17",7,14,11,68,4,0.5,4.86,0.79,"Less than 15 minutes/game","Less than 5 points/game"
"MENZEL J",1,"BG Göttingen","2016/17",0,4,-1,3,0,0,0.75,-0.25,"Less than 15 minutes/game","Less than 5 points/game"
"MöNNINGHOFF M",1,"BG Göttingen","2016/17",211,33,219,823,-159,6.39,24.94,6.64,"More than 15 minutes/game","More than 5 points/game"
"RUOFF A",0,"BG Göttingen","2016/17",375,25,420,763,-12,15,30.52,16.8,"More than 15 minutes/game","More than 5 points/game"
"SANDERS J",0,"BG Göttingen","2016/17",309,32,411,846,-36,9.66,26.44,12.84,"More than 15 minutes/game","More than 5 points/game"
"SCHWARZ M",1,"BG Göttingen","2016/17",85,31,86,401,-53,2.74,12.94,2.77,"Less than 15 minutes/game","Less than 5 points/game"
"SPOHR D",1,"BG Göttingen","2016/17",71,27,83,294,-66,2.63,10.89,3.07,"Less than 15 minutes/game","Less than 5 points/game"
"VEIKALAS B",0,"BG Göttingen","2016/17",315,28,259,704,-27,11.25,25.14,9.25,"More than 15 minutes/game","More than 5 points/game"
"WALESKOWSKI A",0,"BG Göttingen","2016/17",305,33,314,653,21,9.24,19.79,9.52,"More than 15 minutes/game","More than 5 points/game"
"WILLIAMS L",0,"BG Göttingen","2016/17",165,30,162,611,-94,5.5,20.37,5.4,"More than 15 minutes/game","More than 5 points/game"
"CAUSEUR F",0,"Brose Bamberg","2016/17",278,25,315,614,222,11.12,24.56,12.6,"More than 15 minutes/game","More than 5 points/game"
"HARRIS E",1,"Brose Bamberg","2016/17",108,12,130,157,112,9,13.08,10.83,"Less than 15 minutes/game","More than 5 points/game"
"HECKMANN P",1,"Brose Bamberg","2016/17",188,32,237,629,245,5.88,19.66,7.41,"More than 15 minutes/game","More than 5 points/game"
"KRATZER L",0,"Brose Bamberg","2016/17",33,19,43,109,36,1.74,5.74,2.26,"Less than 15 minutes/game","Less than 5 points/game"
"KULBOKA A",0,"Brose Bamberg","2016/17",13,1,14,22,3,13,22,14,"More than 15 minutes/game","More than 5 points/game"
"LO M",0,"Brose Bamberg","2016/17",224,30,234,561,123,7.47,18.7,7.8,"More than 15 minutes/game","More than 5 points/game"
"MCNEAL J",0,"Brose Bamberg","2016/17",125,14,155,342,112,8.93,24.43,11.07,"More than 15 minutes/game","More than 5 points/game"
"MELLI N",1,"Brose Bamberg","2016/17",246,31,342,679,269,7.94,21.9,11.03,"More than 15 minutes/game","More than 5 points/game"
"MILLER D",1,"Brose Bamberg","2016/17",279,28,303,619,256,9.96,22.11,10.82,"More than 15 minutes/game","More than 5 points/game"
"NIKOLIC A",1,"Brose Bamberg","2016/17",107,13,113,250,91,8.23,19.23,8.69,"More than 15 minutes/game","More than 5 points/game"
"OLINDE L",0,"Brose Bamberg","2016/17",18,12,26,74,-10,1.5,6.17,2.17,"Less than 15 minutes/game","Less than 5 points/game"
"RADOSEVIC L",1,"Brose Bamberg","2016/17",147,20,170,342,54,7.35,17.1,8.5,"More than 15 minutes/game","More than 5 points/game"
"STAIGER L",1,"Brose Bamberg","2016/17",129,27,131,311,109,4.78,11.52,4.85,"Less than 15 minutes/game","Less than 5 points/game"
"STRELNIEKS J",1,"Brose Bamberg","2016/17",224,22,265,461,242,10.18,20.95,12.05,"More than 15 minutes/game","More than 5 points/game"
"THEIS D",1,"Brose Bamberg","2016/17",298,31,401,581,242,9.61,18.74,12.94,"More than 15 minutes/game","More than 5 points/game"
"VEREMEENKO V",0,"Brose Bamberg","2016/17",77,14,93,207,53,5.5,14.79,6.64,"Less than 15 minutes/game","More than 5 points/game"
"ZISIS N",1,"Brose Bamberg","2016/17",183,24,228,460,181,7.62,19.17,9.5,"More than 15 minutes/game","More than 5 points/game"
"ALEKSANDROV N",0,"Eisbären Bremerhaven","2016/17",109,17,106,283,-43,6.41,16.65,6.24,"More than 15 minutes/game","More than 5 points/game"
"AUSTIN W",1,"Eisbären Bremerhaven","2016/17",257,33,241,517,-134,7.79,15.67,7.3,"More than 15 minutes/game","More than 5 points/game"
"BLECK F",1,"Eisbären Bremerhaven","2016/17",168,30,221,631,-103,5.6,21.03,7.37,"More than 15 minutes/game","More than 5 points/game"
"BREITLAUCH A",0,"Eisbären Bremerhaven","2016/17",37,28,31,238,-21,1.32,8.5,1.11,"Less than 15 minutes/game","Less than 5 points/game"
"BREMBLY D",0,"Eisbären Bremerhaven","2016/17",45,15,40,164,-28,3,10.93,2.67,"Less than 15 minutes/game","Less than 5 points/game"
"CVETANOVIC S",0,"Eisbären Bremerhaven","2016/17",0,2,-1,11,-19,0,5.5,-0.5,"Less than 15 minutes/game","Less than 5 points/game"
"DIGGS Q",0,"Eisbären Bremerhaven","2016/17",438,33,479,927,-144,13.27,28.09,14.52,"More than 15 minutes/game","More than 5 points/game"
"ELLIOTT I",0,"Eisbären Bremerhaven","2016/17",343,32,438,840,-57,10.72,26.25,13.69,"More than 15 minutes/game","More than 5 points/game"
"HULLS J",0,"Eisbären Bremerhaven","2016/17",410,31,454,941,-58,13.23,30.35,14.65,"More than 15 minutes/game","More than 5 points/game"
"KAMP H",0,"Eisbären Bremerhaven","2016/17",323,30,320,630,-3,10.77,21,10.67,"More than 15 minutes/game","More than 5 points/game"
"MEISTER B",0,"Eisbären Bremerhaven","2016/17",0,2,0,4,3,0,2,0,"Less than 15 minutes/game","Less than 5 points/game"
"PAULAUSKAS M",0,"Eisbären Bremerhaven","2016/17",3,2,4,6,-4,1.5,3,2,"Less than 15 minutes/game","Less than 5 points/game"
"SCHMITT S",0,"Eisbären Bremerhaven","2016/17",10,19,14,89,-64,0.53,4.68,0.74,"Less than 15 minutes/game","Less than 5 points/game"
"SMOTRYCZ E",0,"Eisbären Bremerhaven","2016/17",130,11,139,195,-14,11.82,17.73,12.64,"More than 15 minutes/game","More than 5 points/game"
"WENDT L",0,"Eisbären Bremerhaven","2016/17",106,31,100,335,-57,3.42,10.81,3.23,"Less than 15 minutes/game","Less than 5 points/game"
"BACAK M",1,"EWE Baskets Oldenburg","2016/17",5,5,1,11,-2,1,2.2,0.2,"Less than 15 minutes/game","Less than 5 points/game"
"DE ZEEUW M",0,"EWE Baskets Oldenburg","2016/17",263,28,296,549,34,9.39,19.61,10.57,"More than 15 minutes/game","More than 5 points/game"
"DUGGINS V",1,"EWE Baskets Oldenburg","2016/17",175,16,154,424,14,10.94,26.5,9.62,"More than 15 minutes/game","More than 5 points/game"
"FREESE J",0,"EWE Baskets Oldenburg","2016/17",22,15,30,80,5,1.47,5.33,2,"Less than 15 minutes/game","Less than 5 points/game"
"KRAMER C",1,"EWE Baskets Oldenburg","2016/17",327,31,545,1092,89,10.55,35.23,17.58,"More than 15 minutes/game","More than 5 points/game"
"KRAMER D",1,"EWE Baskets Oldenburg","2016/17",51,18,47,117,-34,2.83,6.5,2.61,"Less than 15 minutes/game","Less than 5 points/game"
"LOCKHART D",1,"EWE Baskets Oldenburg","2016/17",55,31,87,315,47,1.77,10.16,2.81,"Less than 15 minutes/game","Less than 5 points/game"
"MäDRICH D",0,"EWE Baskets Oldenburg","2016/17",101,28,77,225,-37,3.61,8.04,2.75,"Less than 15 minutes/game","Less than 5 points/game"
"MASSENAT F",0,"EWE Baskets Oldenburg","2016/17",280,31,293,834,-16,9.03,26.9,9.45,"More than 15 minutes/game","More than 5 points/game"
"PAULDING R",1,"EWE Baskets Oldenburg","2016/17",511,32,431,1008,99,15.97,31.5,13.47,"More than 15 minutes/game","More than 5 points/game"
"QVALE B",1,"EWE Baskets Oldenburg","2016/17",452,30,526,763,167,15.07,25.43,17.53,"More than 15 minutes/game","More than 5 points/game"
"SCHWETHELM P",1,"EWE Baskets Oldenburg","2016/17",257,32,291,685,69,8.03,21.41,9.09,"More than 15 minutes/game","More than 5 points/game"
"WIMBERG J",1,"EWE Baskets Oldenburg","2016/17",13,18,24,123,22,0.72,6.83,1.33,"Less than 15 minutes/game","Less than 5 points/game"
"ZWIENER P",0,"EWE Baskets Oldenburg","2016/17",4,2,6,12,3,2,6,3,"Less than 15 minutes/game","Less than 5 points/game"
"BARTHEL D",0,"FC Bayern München","2016/17",282,31,378,529,230,9.1,17.06,12.19,"More than 15 minutes/game","More than 5 points/game"
"BEYSCHLAG G",0,"FC Bayern München","2016/17",11,10,13,32,-3,1.1,3.2,1.3,"Less than 15 minutes/game","Less than 5 points/game"
"BOOKER D",0,"FC Bayern München","2016/17",325,33,409,657,242,9.85,19.91,12.39,"More than 15 minutes/game","More than 5 points/game"
"DJEDOVIC N",1,"FC Bayern München","2016/17",311,32,325,519,265,9.72,16.22,10.16,"More than 15 minutes/game","More than 5 points/game"
"GAVEL A",1,"FC Bayern München","2016/17",167,32,217,682,246,5.22,21.31,6.78,"More than 15 minutes/game","More than 5 points/game"
"JALLOW K",1,"FC Bayern München","2016/17",17,6,18,26,30,2.83,4.33,3,"Less than 15 minutes/game","Less than 5 points/game"
"JOHNSON N",0,"FC Bayern München","2016/17",201,26,201,469,196,7.73,18.04,7.73,"More than 15 minutes/game","More than 5 points/game"
"JOYCE D",0,"FC Bayern München","2016/17",41,9,67,139,78,4.56,15.44,7.44,"More than 15 minutes/game","Less than 5 points/game"
"KING A",0,"FC Bayern München","2016/17",106,30,143,374,137,3.53,12.47,4.77,"Less than 15 minutes/game","Less than 5 points/game"
"KLEBER M",1,"FC Bayern München","2016/17",280,30,424,653,307,9.33,21.77,14.13,"More than 15 minutes/game","More than 5 points/game"
"LUCIC V",0,"FC Bayern München","2016/17",292,32,356,685,315,9.12,21.41,11.12,"More than 15 minutes/game","More than 5 points/game"
"OGUNSIPE M",0,"FC Bayern München","2016/17",2,2,5,3,1,1,1.5,2.5,"Less than 15 minutes/game","Less than 5 points/game"
"REDDING R",0,"FC Bayern München","2016/17",300,32,400,739,296,9.38,23.09,12.5,"More than 15 minutes/game","More than 5 points/game"
"TAYLOR B",1,"FC Bayern München","2016/17",315,32,357,648,275,9.84,20.25,11.16,"More than 15 minutes/game","More than 5 points/game"
"ZIRBES M",0,"FC Bayern München","2016/17",106,11,108,167,104,9.64,15.18,9.82,"More than 15 minutes/game","More than 5 points/game"
"AGVA M",0,"FRAPORT SKYLINERS","2016/17",95,21,94,277,-35,4.52,13.19,4.48,"Less than 15 minutes/game","Less than 5 points/game"
"BONGA I",0,"FRAPORT SKYLINERS","2016/17",21,15,27,135,33,1.4,9,1.8,"Less than 15 minutes/game","Less than 5 points/game"
"ENGLISH A",0,"FRAPORT SKYLINERS","2016/17",299,17,257,515,29,17.59,30.29,15.12,"More than 15 minutes/game","More than 5 points/game"
"HUFF S",0,"FRAPORT SKYLINERS","2016/17",139,13,120,348,10,10.69,26.77,9.23,"More than 15 minutes/game","More than 5 points/game"
"ILZHöFER S",1,"FRAPORT SKYLINERS","2016/17",42,28,44,344,-41,1.5,12.29,1.57,"Less than 15 minutes/game","Less than 5 points/game"
"KIEL N",1,"FRAPORT SKYLINERS","2016/17",173,27,185,402,12,6.41,14.89,6.85,"Less than 15 minutes/game","More than 5 points/game"
"MERZ M",1,"FRAPORT SKYLINERS","2016/17",81,30,89,430,-62,2.7,14.33,2.97,"Less than 15 minutes/game","Less than 5 points/game"
"MORRISON M",1,"FRAPORT SKYLINERS","2016/17",261,32,270,753,-25,8.16,23.53,8.44,"More than 15 minutes/game","More than 5 points/game"
"ROBERTSON Q",1,"FRAPORT SKYLINERS","2016/17",348,32,465,1120,-38,10.88,35,14.53,"More than 15 minutes/game","More than 5 points/game"
"VAUGHN K",0,"FRAPORT SKYLINERS","2016/17",229,21,215,617,-43,10.9,29.38,10.24,"More than 15 minutes/game","More than 5 points/game"
"ZEEB G",1,"FRAPORT SKYLINERS","2016/17",0,6,0,11,-5,0,1.83,0,"Less than 15 minutes/game","Less than 5 points/game"
"BOWLIN S",0,"GIESSEN 46ers","2016/17",291,33,320,857,27,8.82,25.97,9.7,"More than 15 minutes/game","More than 5 points/game"
"EVANS D",0,"GIESSEN 46ers","2016/17",354,30,420,723,73,11.8,24.1,14,"More than 15 minutes/game","More than 5 points/game"
"LISCHKA B",1,"GIESSEN 46ers","2016/17",118,32,121,402,-78,3.69,12.56,3.78,"Less than 15 minutes/game","Less than 5 points/game"
"MANIGAT J",0,"GIESSEN 46ers","2016/17",165,33,133,470,-66,5,14.24,4.03,"Less than 15 minutes/game","Less than 5 points/game"
"MARTIN J",0,"GIESSEN 46ers","2016/17",3,2,2,10,6,1.5,5,1,"Less than 15 minutes/game","Less than 5 points/game"
"OBST A",0,"GIESSEN 46ers","2016/17",143,28,80,453,-92,5.11,16.18,2.86,"More than 15 minutes/game","More than 5 points/game"
"PJANIC A",0,"GIESSEN 46ers","2016/17",3,2,4,6,7,1.5,3,2,"Less than 15 minutes/game","Less than 5 points/game"
"PLUSKOTA M",0,"GIESSEN 46ers","2016/17",83,33,67,365,-21,2.52,11.06,2.03,"Less than 15 minutes/game","Less than 5 points/game"
"SAIBOU J",0,"GIESSEN 46ers","2016/17",256,33,254,583,15,7.76,17.67,7.7,"More than 15 minutes/game","More than 5 points/game"
"SCRUBB T",0,"GIESSEN 46ers","2016/17",212,18,255,496,30,11.78,27.56,14.17,"More than 15 minutes/game","More than 5 points/game"
"SEARS J",0,"GIESSEN 46ers","2016/17",351,31,406,747,11,11.32,24.1,13.1,"More than 15 minutes/game","More than 5 points/game"
"VöLLER M",0,"GIESSEN 46ers","2016/17",100,32,116,468,-61,3.12,14.62,3.62,"Less than 15 minutes/game","Less than 5 points/game"
"WELLS C",1,"GIESSEN 46ers","2016/17",463,33,485,990,-2,14.03,30,14.7,"More than 15 minutes/game","More than 5 points/game"
"ADLER M",1,"medi bayreuth","2016/17",3,3,3,5,2,1,1.67,1,"Less than 15 minutes/game","Less than 5 points/game"
"AMAIZE R",0,"medi bayreuth","2016/17",143,26,155,372,42,5.5,14.31,5.96,"Less than 15 minutes/game","More than 5 points/game"
"ANDERSON K",0,"medi bayreuth","2016/17",392,32,369,835,95,12.25,26.09,11.53,"More than 15 minutes/game","More than 5 points/game"
"BROOKS D",0,"medi bayreuth","2016/17",388,32,367,756,19,12.12,23.62,11.47,"More than 15 minutes/game","More than 5 points/game"
"DORETH B",1,"medi bayreuth","2016/17",107,32,156,620,62,3.34,19.38,4.88,"More than 15 minutes/game","Less than 5 points/game"
"GONZALVEZ D",0,"medi bayreuth","2016/17",47,14,51,155,-11,3.36,11.07,3.64,"Less than 15 minutes/game","Less than 5 points/game"
"LEWIS T",0,"medi bayreuth","2016/17",475,32,393,921,174,14.84,28.78,12.28,"More than 15 minutes/game","More than 5 points/game"
"LINHART N",0,"medi bayreuth","2016/17",334,32,439,993,88,10.44,31.03,13.72,"More than 15 minutes/game","More than 5 points/game"
"MAREI A",0,"medi bayreuth","2016/17",370,32,487,730,189,11.56,22.81,15.22,"More than 15 minutes/game","More than 5 points/game"
"SEIFERTH A",1,"medi bayreuth","2016/17",206,30,263,514,-36,6.87,17.13,8.77,"More than 15 minutes/game","More than 5 points/game"
"TRIEB M",0,"medi bayreuth","2016/17",4,3,0,14,-10,1.33,4.67,0,"Less than 15 minutes/game","Less than 5 points/game"
"WACHALSKI S",1,"medi bayreuth","2016/17",207,31,257,551,119,6.68,17.77,8.29,"More than 15 minutes/game","More than 5 points/game"
"BREUNIG M",0,"MHP RIESEN Ludwigsburg","2016/17",64,28,96,257,15,2.29,9.18,3.43,"Less than 15 minutes/game","Less than 5 points/game"
"COOLEY J",0,"MHP RIESEN Ludwigsburg","2016/17",408,32,493,614,72,12.75,19.19,15.41,"More than 15 minutes/game","More than 5 points/game"
"COTTON T",1,"MHP RIESEN Ludwigsburg","2016/17",201,22,207,576,-8,9.14,26.18,9.41,"More than 15 minutes/game","More than 5 points/game"
"CRAWFORD D",0,"MHP RIESEN Ludwigsburg","2016/17",205,21,185,467,40,9.76,22.24,8.81,"More than 15 minutes/game","More than 5 points/game"
"HAMMONDS C",0,"MHP RIESEN Ludwigsburg","2016/17",177,21,209,633,34,8.43,30.14,9.95,"More than 15 minutes/game","More than 5 points/game"
"KENNEDY D",0,"MHP RIESEN Ludwigsburg","2016/17",102,9,121,240,24,11.33,26.67,13.44,"More than 15 minutes/game","More than 5 points/game"
"KONE B",0,"MHP RIESEN Ludwigsburg","2016/17",43,13,39,160,-12,3.31,12.31,3,"Less than 15 minutes/game","Less than 5 points/game"
"LOESING B",1,"MHP RIESEN Ludwigsburg","2016/17",135,32,130,491,-42,4.22,15.34,4.06,"More than 15 minutes/game","Less than 5 points/game"
"MARTIN K",0,"MHP RIESEN Ludwigsburg","2016/17",232,25,229,528,-15,9.28,21.12,9.16,"More than 15 minutes/game","More than 5 points/game"
"MCCRAY D",1,"MHP RIESEN Ludwigsburg","2016/17",113,29,92,435,-2,3.9,15,3.17,"Less than 15 minutes/game","Less than 5 points/game"
"SERIC M",0,"MHP RIESEN Ludwigsburg","2016/17",16,5,10,35,-6,3.2,7,2,"Less than 15 minutes/game","Less than 5 points/game"
"THIEMANN J",0,"MHP RIESEN Ludwigsburg","2016/17",285,32,328,533,29,8.91,16.66,10.25,"More than 15 minutes/game","More than 5 points/game"
"TOPPERT C",0,"MHP RIESEN Ludwigsburg","2016/17",173,27,154,492,37,6.41,18.22,5.7,"More than 15 minutes/game","More than 5 points/game"
"TRICE R",1,"MHP RIESEN Ludwigsburg","2016/17",121,13,130,325,39,9.31,25,10,"More than 15 minutes/game","More than 5 points/game"
"ANZULUNI Y",0,"Phoenix Hagen","2016/17",7,2,10,31,-10,3.5,15.5,5,"More than 15 minutes/game","Less than 5 points/game"
"HASS C",0,"Phoenix Hagen","2016/17",123,11,103,286,-114,11.18,26,9.36,"More than 15 minutes/game","More than 5 points/game"
"BABB C",1,"ratiopharm ulm","2016/17",514,33,514,984,324,15.58,29.82,15.58,"More than 15 minutes/game","More than 5 points/game"
"BRAUN T",1,"ratiopharm ulm","2016/17",216,30,273,775,211,7.2,25.83,9.1,"More than 15 minutes/game","More than 5 points/game"
"BUTLER D",1,"ratiopharm ulm","2016/17",290,28,328,723,292,10.36,25.82,11.71,"More than 15 minutes/game","More than 5 points/game"
"FERNER J",1,"ratiopharm ulm","2016/17",44,21,48,132,-1,2.1,6.29,2.29,"Less than 15 minutes/game","Less than 5 points/game"
"GüNTHER P",1,"ratiopharm ulm","2016/17",223,28,194,614,127,7.96,21.93,6.93,"More than 15 minutes/game","More than 5 points/game"
"HOBBS B",0,"ratiopharm ulm","2016/17",224,31,381,661,320,7.23,21.32,12.29,"More than 15 minutes/game","More than 5 points/game"
"KRäMER D",1,"ratiopharm ulm","2016/17",39,15,45,100,18,2.6,6.67,3,"Less than 15 minutes/game","Less than 5 points/game"
"MORGAN R",1,"ratiopharm ulm","2016/17",580,32,642,811,302,18.12,25.34,20.06,"More than 15 minutes/game","More than 5 points/game"
"OHLBRECHT T",0,"ratiopharm ulm","2016/17",199,16,226,279,65,12.44,17.44,14.12,"More than 15 minutes/game","More than 5 points/game"
"OMUVWIE M",0,"ratiopharm ulm","2016/17",0,2,1,4,3,0,2,0.5,"Less than 15 minutes/game","Less than 5 points/game"
"PAPE T",0,"ratiopharm ulm","2016/17",7,8,12,35,-23,0.88,4.38,1.5,"Less than 15 minutes/game","Less than 5 points/game"
"PONGO M",0,"ratiopharm ulm","2016/17",3,3,0,28,11,1,9.33,0,"Less than 15 minutes/game","Less than 5 points/game"
"PRATHER C",0,"ratiopharm ulm","2016/17",24,3,22,49,16,8,16.33,7.33,"More than 15 minutes/game","More than 5 points/game"
"ROHWER B",1,"ratiopharm ulm","2016/17",17,7,14,31,20,2.43,4.43,2,"Less than 15 minutes/game","Less than 5 points/game"
"RUBIT A",1,"ratiopharm ulm","2016/17",301,26,352,550,206,11.58,21.15,13.54,"More than 15 minutes/game","More than 5 points/game"
"TADDA K",0,"ratiopharm ulm","2016/17",153,33,203,573,216,4.64,17.36,6.15,"More than 15 minutes/game","Less than 5 points/game"
"WOHLFARTH-BOTTERMANN J",0,"ratiopharm ulm","2016/17",40,15,54,136,33,2.67,9.07,3.6,"Less than 15 minutes/game","Less than 5 points/game"
"BARTON C",0,"s.Oliver Baskets","2016/17",40,17,21,187,-67,2.35,11,1.24,"Less than 15 minutes/game","Less than 5 points/game"
"BETZ S",1,"s.Oliver Baskets","2016/17",52,19,45,235,-19,2.74,12.37,2.37,"Less than 15 minutes/game","Less than 5 points/game"
"COBBINS M",0,"s.Oliver Baskets","2016/17",63,13,79,205,5,4.85,15.77,6.08,"More than 15 minutes/game","Less than 5 points/game"
"HECKEL M",0,"s.Oliver Baskets","2016/17",0,2,-1,2,-2,0,1,-0.5,"Less than 15 minutes/game","Less than 5 points/game"
"HOFFMANN F",0,"s.Oliver Baskets","2016/17",52,28,98,213,-31,1.86,7.61,3.5,"Less than 15 minutes/game","Less than 5 points/game"
"LANE B",1,"s.Oliver Baskets","2016/17",353,33,409,749,-71,10.7,22.7,12.39,"More than 15 minutes/game","More than 5 points/game"
"LONCAR K",0,"s.Oliver Baskets","2016/17",285,29,289,536,-7,9.83,18.48,9.97,"More than 15 minutes/game","More than 5 points/game"
"MIHAILOVIC V",0,"s.Oliver Baskets","2016/17",87,12,70,287,-59,7.25,23.92,5.83,"More than 15 minutes/game","More than 5 points/game"
"ODUM J",0,"s.Oliver Baskets","2016/17",505,33,584,1041,-71,15.3,31.55,17.7,"More than 15 minutes/game","More than 5 points/game"
"SANFORD V",0,"s.Oliver Baskets","2016/17",146,13,168,271,10,11.23,20.85,12.92,"More than 15 minutes/game","More than 5 points/game"
"SHAKUR M",0,"s.Oliver Baskets","2016/17",15,3,4,69,-15,5,23,1.33,"More than 15 minutes/game","Less than 5 points/game"
"STUCKEY M",1,"s.Oliver Baskets","2016/17",257,33,233,827,-64,7.79,25.06,7.06,"More than 15 minutes/game","More than 5 points/game"
"UGRAI M",1,"s.Oliver Baskets","2016/17",128,30,158,536,-47,4.27,17.87,5.27,"More than 15 minutes/game","Less than 5 points/game"
"ULMER L",1,"s.Oliver Baskets","2016/17",407,32,412,888,-86,12.72,27.75,12.88,"More than 15 minutes/game","More than 5 points/game"
"VOIGTMANN G",0,"s.Oliver Baskets","2016/17",2,4,6,10,-2,0.5,2.5,1.5,"Less than 15 minutes/game","Less than 5 points/game"
"WANK L",0,"s.Oliver Baskets","2016/17",18,5,25,40,2,3.6,8,5,"Less than 15 minutes/game","Less than 5 points/game"
"BAROVIC F",0,"Telekom Baskets Bonn","2016/17",213,27,204,391,-41,7.89,14.48,7.56,"Less than 15 minutes/game","More than 5 points/game"
"BARTOLO Y",0,"Telekom Baskets Bonn","2016/17",234,32,258,707,108,7.31,22.09,8.06,"More than 15 minutes/game","More than 5 points/game"
"BLASS V",1,"Telekom Baskets Bonn","2016/17",2,3,0,4,-5,0.67,1.33,0,"Less than 15 minutes/game","Less than 5 points/game"
"DILEO A",0,"Telekom Baskets Bonn","2016/17",122,32,165,523,-71,3.81,16.34,5.16,"More than 15 minutes/game","Less than 5 points/game"
"GAMBLE J",0,"Telekom Baskets Bonn","2016/17",427,33,513,798,50,12.94,24.18,15.55,"More than 15 minutes/game","More than 5 points/game"
"HORTON K",0,"Telekom Baskets Bonn","2016/17",316,29,402,772,52,10.9,26.62,13.86,"More than 15 minutes/game","More than 5 points/game"
"KLEIN K",0,"Telekom Baskets Bonn","2016/17",58,7,51,137,-6,8.29,19.57,7.29,"More than 15 minutes/game","More than 5 points/game"
"KOCH F",1,"Telekom Baskets Bonn","2016/17",112,33,138,371,-40,3.39,11.24,4.18,"Less than 15 minutes/game","Less than 5 points/game"
"MAYO J",0,"Telekom Baskets Bonn","2016/17",502,32,515,1030,97,15.69,32.19,16.09,"More than 15 minutes/game","More than 5 points/game"
"MöLLER A",0,"Telekom Baskets Bonn","2016/17",0,3,1,3,-5,0,1,0.33,"Less than 15 minutes/game","Less than 5 points/game"
"RICHTER J",0,"Telekom Baskets Bonn","2016/17",69,30,67,260,19,2.3,8.67,2.23,"Less than 15 minutes/game","Less than 5 points/game"
"SILINS O",0,"Telekom Baskets Bonn","2016/17",220,28,209,633,-36,7.86,22.61,7.46,"More than 15 minutes/game","More than 5 points/game"
"THOMPSON R",0,"Telekom Baskets Bonn","2016/17",425,31,419,808,35,13.71,26.06,13.52,"More than 15 minutes/game","More than 5 points/game"
"BERRY D",0,"WALTER Tigers Tübingen","2016/17",199,21,175,468,-137,9.48,22.29,8.33,"More than 15 minutes/game","More than 5 points/game"
"DESCHNER T",1,"WALTER Tigers Tübingen","2016/17",0,4,-1,13,-11,0,3.25,-0.25,"Less than 15 minutes/game","Less than 5 points/game"
"HILLER J",1,"WALTER Tigers Tübingen","2016/17",0,3,-2,4,-11,0,1.33,-0.67,"Less than 15 minutes/game","Less than 5 points/game"
"JORDAN J",1,"WALTER Tigers Tübingen","2016/17",294,31,471,950,-27,9.48,30.65,15.19,"More than 15 minutes/game","More than 5 points/game"
"KIDD S",0,"WALTER Tigers Tübingen","2016/17",257,20,267,537,-45,12.85,26.85,13.35,"More than 15 minutes/game","More than 5 points/game"
"KOLO Y",0,"WALTER Tigers Tübingen","2016/17",20,17,20,70,-46,1.18,4.12,1.18,"Less than 15 minutes/game","Less than 5 points/game"
"MARIN M",0,"WALTER Tigers Tübingen","2016/17",90,30,59,319,-92,3,10.63,1.97,"Less than 15 minutes/game","Less than 5 points/game"
